nyt_id,xml_id,cluster_id,month,day,year,perceived_author_gender,nyt_pdf_endpoint
4fc066e445c1498b0d2ab471,106118615,1,5,8,1909,f,https://timesmachine.nytimes.com/timesmachine/1909/05/08/106118615.pdf
4fc066e445c1498b0d2ab471,106118615,2,5,8,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/05/08/106118615.pdf
4fc05f5545c1498b0d286ea1,105456766,1,8,2,1914,f,https://timesmachine.nytimes.com/timesmachine/1914/08/02/105456766.pdf
4fc05f5545c1498b0d286ea1,105456766,2,8,2,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/08/02/105456766.pdf
4fc098e345c1498b0d398542,112678830,1,4,24,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,2,4,24,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,3,4,24,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,4,4,24,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,5,4,24,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc050d745c1498b0d2472a0,104795692,1,2,1,1908,m,https://timesmachine.nytimes.com/timesmachine/1908/02/01/104795692.pdf
4fc050d745c1498b0d2472a0,104795692,2,2,1,1908,m,https://timesmachine.nytimes.com/timesmachine/1908/02/01/104795692.pdf
4fc064bb45c1498b0d2a0b76,104882442,1,11,12,1911,f,https://timesmachine.nytimes.com/timesmachine/1911/11/12/104882442.pdf
4fc064bb45c1498b0d2a0b76,104882442,2,11,12,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/11/12/104882442.pdf
4fc068e445c1498b0d2b4292,105458730,1,8,30,1914,f,https://timesmachine.nytimes.com/timesmachine/1914/08/30/105458730.pdf
4fc068e445c1498b0d2b4292,105458730,2,8,30,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/08/30/105458730.pdf
4fc098e345c1498b0d398542,112678830,1,4,24,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,2,4,24,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,3,4,24,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,4,4,24,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc098e345c1498b0d398542,112678830,5,4,24,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/04/24/112678830.pdf
4fc0499c45c1498b0d226970,101774553,1,4,14,1906,f,https://timesmachine.nytimes.com/timesmachine/1906/04/14/101774553.pdf
4fc0499c45c1498b0d226970,101774553,2,4,14,1906,m,https://timesmachine.nytimes.com/timesmachine/1906/04/14/101774553.pdf
4fc0499c45c1498b0d226970,101774553,3,4,14,1906,m,https://timesmachine.nytimes.com/timesmachine/1906/04/14/101774553.pdf
4fc070cc45c1498b0d2db618,99441584,1,10,1,1916,none,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,2,10,1,1916,f,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,3,10,1,1916,f,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,4,10,1,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,5,10,1,1916,f,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,6,10,1,1916,none,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,7,10,1,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,8,10,1,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,9,10,1,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,10,10,1,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,11,10,1,1916,f,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,12,10,1,1916,none,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc070cc45c1498b0d2db618,99441584,13,10,1,1916,none,https://timesmachine.nytimes.com/timesmachine/1916/10/01/99441584.pdf
4fc074d245c1498b0d2f0fbd,112676944,1,3,20,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/03/20/112676944.pdf
4fc074d245c1498b0d2f0fbd,112676944,2,3,20,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/03/20/112676944.pdf
4fc074d245c1498b0d2f0fbd,112676944,3,3,20,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/03/20/112676944.pdf
4fc074d245c1498b0d2f0fbd,112676944,4,3,20,1921,dual,https://timesmachine.nytimes.com/timesmachine/1921/03/20/112676944.pdf
4fc074d245c1498b0d2f0fbd,112676944,5,3,20,1921,none,https://timesmachine.nytimes.com/timesmachine/1921/03/20/112676944.pdf
4fc074d245c1498b0d2f0fbd,112676944,6,3,20,1921,none,https://timesmachine.nytimes.com/timesmachine/1921/03/20/112676944.pdf
4fc04fa845c1498b0d241a31,105013762,1,10,24,1908,none,https://timesmachine.nytimes.com/timesmachine/1908/10/24/105013762.pdf
4fc04fa845c1498b0d241a31,105013762,2,10,24,1908,f,https://timesmachine.nytimes.com/timesmachine/1908/10/24/105013762.pdf
4fc04fa845c1498b0d241a31,105013762,3,10,24,1908,f,https://timesmachine.nytimes.com/timesmachine/1908/10/24/105013762.pdf
4fc04a8845c1498b0d22b7c6,104998635,1,10,26,1907,f,https://timesmachine.nytimes.com/timesmachine/1907/10/26/104998635.pdf
4fc04a8845c1498b0d22b7c6,104998635,2,10,26,1907,none,https://timesmachine.nytimes.com/timesmachine/1907/10/26/104998635.pdf
4fc05c7145c1498b0d27a983,100659300,1,11,9,1913,m,https://timesmachine.nytimes.com/timesmachine/1913/11/09/100659300.pdf
4fc05c7145c1498b0d27a983,100659300,2,11,9,1913,m,https://timesmachine.nytimes.com/timesmachine/1913/11/09/100659300.pdf
4fc065cc45c1498b0d2a5adc,101573723,1,6,11,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/06/11/101573723.pdf
4fc065cc45c1498b0d2a5adc,101573723,2,6,11,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/06/11/101573723.pdf
4fc065cc45c1498b0d2a5adc,101573723,3,6,11,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/06/11/101573723.pdf
4fc065cc45c1498b0d2a5adc,101573723,4,6,11,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/06/11/101573723.pdf
4fc07ce745c1498b0d316c5c,100077904,1,4,20,1913,f,https://timesmachine.nytimes.com/timesmachine/1913/04/20/100077904.pdf
4fc07ce745c1498b0d316c5c,100077904,2,4,20,1913,m,https://timesmachine.nytimes.com/timesmachine/1913/04/20/100077904.pdf
4fc0683e45c1498b0d2b0e44,104920919,1,2,12,1910,f,https://timesmachine.nytimes.com/timesmachine/1910/02/12/104920919.pdf
4fc0683e45c1498b0d2b0e44,104920919,2,2,12,1910,m,https://timesmachine.nytimes.com/timesmachine/1910/02/12/104920919.pdf
4fc0683e45c1498b0d2b0e44,104920919,3,2,12,1910,f,https://timesmachine.nytimes.com/timesmachine/1910/02/12/104920919.pdf
4fc06bc945c1498b0d2c16d9,105455561,1,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,2,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,3,4,12,1914,f,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,4,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,5,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,6,4,12,1914,none,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,7,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,8,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,9,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,10,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,11,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,12,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,13,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,14,4,12,1914,f,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,15,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc06bc945c1498b0d2c16d9,105455561,16,4,12,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/04/12/105455561.pdf
4fc056ed45c1498b0d261e47,106762118,1,8,31,1907,f,https://timesmachine.nytimes.com/timesmachine/1907/08/31/106762118.pdf
4fc088cb45c1498b0d34bd85,101667227,1,5,31,1925,m,https://timesmachine.nytimes.com/timesmachine/1925/05/31/101667227.pdf
4fc088cb45c1498b0d34bd85,101667227,2,5,31,1925,f,https://timesmachine.nytimes.com/timesmachine/1925/05/31/101667227.pdf
4fc0707045c1498b0d2d9f2f,102359479,1,8,12,1917,m,https://timesmachine.nytimes.com/timesmachine/1917/08/12/102359479.pdf
4fc0707045c1498b0d2d9f2f,102359479,2,8,12,1917,m,https://timesmachine.nytimes.com/timesmachine/1917/08/12/102359479.pdf
4fc0707045c1498b0d2d9f2f,102359479,3,8,12,1917,m,https://timesmachine.nytimes.com/timesmachine/1917/08/12/102359479.pdf
4fc0425445c1498b0d20701e,101800834,1,10,6,1906,m,https://timesmachine.nytimes.com/timesmachine/1906/10/06/101800834.pdf
4fc0425445c1498b0d20701e,101800834,2,10,6,1906,none,https://timesmachine.nytimes.com/timesmachine/1906/10/06/101800834.pdf
4fc06f4445c1498b0d2d3c89,98284195,1,4,6,1919,f,https://timesmachine.nytimes.com/timesmachine/1919/04/06/98284195.pdf
4fc06f4445c1498b0d2d3c89,98284195,2,4,6,1919,m,https://timesmachine.nytimes.com/timesmachine/1919/04/06/98284195.pdf
4fc06f4445c1498b0d2d3c89,98284195,3,4,6,1919,m,https://timesmachine.nytimes.com/timesmachine/1919/04/06/98284195.pdf
4fc059ea45c1498b0d26ebd9,100579431,1,1,7,1912,m,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579431.pdf
4fc059ea45c1498b0d26ebd9,100579431,2,1,7,1912,f,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579431.pdf
4fc05bf945c1498b0d2781b4,100347455,1,1,21,1912,m,https://timesmachine.nytimes.com/timesmachine/1912/01/21/100347455.pdf
4fc05bf945c1498b0d2781b4,100347455,2,1,21,1912,m,https://timesmachine.nytimes.com/timesmachine/1912/01/21/100347455.pdf
4fc07e0a45c1498b0d31c7f1,107026086,1,10,2,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/10/02/107026086.pdf
4fc07e0a45c1498b0d31c7f1,107026086,2,10,2,1921,f,https://timesmachine.nytimes.com/timesmachine/1921/10/02/107026086.pdf
4fc07e0a45c1498b0d31c7f1,107026086,3,10,2,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/10/02/107026086.pdf
4fc07e0a45c1498b0d31c7f1,107026086,4,10,2,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/10/02/107026086.pdf
4fc07e0a45c1498b0d31c7f1,107026086,5,10,2,1921,m,https://timesmachine.nytimes.com/timesmachine/1921/10/02/107026086.pdf
4fc07e0a45c1498b0d31c7f1,107026086,6,10,2,1921,none,https://timesmachine.nytimes.com/timesmachine/1921/10/02/107026086.pdf
4fc06b2845c1498b0d2be9a9,100293057,1,12,21,1913,f,https://timesmachine.nytimes.com/timesmachine/1913/12/21/100293057.pdf
4fc0663c45c1498b0d2a7e9c,100556515,1,11,10,1912,f,https://timesmachine.nytimes.com/timesmachine/1912/11/10/100556515.pdf
4fc0610045c1498b0d28f6d7,100118531,1,11,29,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/11/29/100118531.pdf
4fc0610045c1498b0d28f6d7,100118531,2,11,29,1914,m,https://timesmachine.nytimes.com/timesmachine/1914/11/29/100118531.pdf
4fc06e9845c1498b0d2cfc06,104236032,1,1,16,1916,f,https://timesmachine.nytimes.com/timesmachine/1916/01/16/104236032.pdf
4fc06e9845c1498b0d2cfc06,104236032,2,1,16,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/01/16/104236032.pdf
4fc0506445c1498b0d245056,104708330,1,9,7,1907,m,https://timesmachine.nytimes.com/timesmachine/1907/09/07/104708330.pdf
4fc062df45c1498b0d29870f,100661657,1,11,16,1913,f,https://timesmachine.nytimes.com/timesmachine/1913/11/16/100661657.pdf
4fc0567545c1498b0d25f728,104930817,1,4,23,1910,m,https://timesmachine.nytimes.com/timesmachine/1910/04/23/104930817.pdf
4fc0567545c1498b0d25f728,104930817,2,4,23,1910,f,https://timesmachine.nytimes.com/timesmachine/1910/04/23/104930817.pdf
4fc05bc645c1498b0d277dd8,101735609,1,3,27,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/03/27/101735609.pdf
4fc05bc645c1498b0d277dd8,101735609,2,3,27,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/03/27/101735609.pdf
4fc05bc645c1498b0d277dd8,101735609,3,3,27,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/03/27/101735609.pdf
4fc04a8345c1498b0d22afe9,104706720,1,8,24,1907,f,https://timesmachine.nytimes.com/timesmachine/1907/08/24/104706720.pdf
4fc05c3b45c1498b0d27a26a,106719108,1,6,5,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/06/05/106719108.pdf
4fc05c3b45c1498b0d27a26a,106719108,2,6,5,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/06/05/106719108.pdf
4fc057e145c1498b0d266801,106756062,1,6,22,1907,m,https://timesmachine.nytimes.com/timesmachine/1907/06/22/106756062.pdf
4fc0644645c1498b0d29e9fc,104831328,1,7,30,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831328.pdf
4fc0644645c1498b0d29e9fc,104831328,2,7,30,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831328.pdf
4fc0644645c1498b0d29e9fc,104831328,3,7,30,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831328.pdf
4fc058fd45c1498b0d26aa0c,100579417,1,1,7,1912,m,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579417.pdf
4fc058fd45c1498b0d26aa0c,100579417,2,1,7,1912,f,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579417.pdf
4fc058fd45c1498b0d26aa0c,100579417,3,1,7,1912,none,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579417.pdf
4fc055be45c1498b0d25c517,101740331,1,6,19,1909,f,https://timesmachine.nytimes.com/timesmachine/1909/06/19/101740331.pdf
4fc055be45c1498b0d25c517,101740331,2,6,19,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/06/19/101740331.pdf
4fc055be45c1498b0d25c517,101740331,3,6,19,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/06/19/101740331.pdf
4fc055be45c1498b0d25c517,101740331,4,6,19,1909,m,https://timesmachine.nytimes.com/timesmachine/1909/06/19/101740331.pdf
4fc086f345c1498b0d343392,104648177,1,6,20,1915,none,https://timesmachine.nytimes.com/timesmachine/1915/06/20/104648177.pdf
4fc086f345c1498b0d343392,104648177,2,6,20,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/20/104648177.pdf
4fc086f345c1498b0d343392,104648177,3,6,20,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/20/104648177.pdf
4fc086f345c1498b0d343392,104648177,4,6,20,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/20/104648177.pdf
4fc086f345c1498b0d343392,104648177,5,6,20,1915,f,https://timesmachine.nytimes.com/timesmachine/1915/06/20/104648177.pdf
4fc086f345c1498b0d343392,104648177,6,6,20,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/20/104648177.pdf
4fc06b2545c1498b0d2be61f,100267637,1,5,25,1913,m,https://timesmachine.nytimes.com/timesmachine/1913/05/25/100267637.pdf
4fc06b2545c1498b0d2be61f,100267637,2,5,25,1913,m,https://timesmachine.nytimes.com/timesmachine/1913/05/25/100267637.pdf
4fc086f345c1498b0d3433b9,301808532,1,6,27,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,2,6,27,1915,none,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,3,6,27,1915,dual,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,4,6,27,1915,f,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,5,6,27,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,6,6,27,1915,f,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,7,6,27,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc086f345c1498b0d3433b9,301808532,8,6,27,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/06/27/301808532.pdf
4fc06b5c45c1498b0d2bf6e4,100627751,1,6,8,1913,f,https://timesmachine.nytimes.com/timesmachine/1913/06/08/100627751.pdf
4fc059ea45c1498b0d26ebdc,100579433,1,1,7,1912,m,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579433.pdf
4fc059ea45c1498b0d26ebdc,100579433,2,1,7,1912,m,https://timesmachine.nytimes.com/timesmachine/1912/01/07/100579433.pdf
4fc061a245c1498b0d292572,104015739,1,7,25,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/07/25/104015739.pdf
4fc07f0c45c1498b0d321088,100661675,1,11,16,1913,none,https://timesmachine.nytimes.com/timesmachine/1913/11/16/100661675.pdf
4fc094c845c1498b0d3840a2,118318986,1,5,23,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/05/23/118318986.pdf
4fc094c845c1498b0d3840a2,118318986,2,5,23,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/05/23/118318986.pdf
4fc0576445c1498b0d263f7d,104831339,1,7,30,1911,f,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf
4fc0576445c1498b0d263f7d,104831339,2,7,30,1911,f,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf
4fc0576445c1498b0d263f7d,104831339,3,7,30,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf
4fc0576445c1498b0d263f7d,104831339,4,7,30,1911,none,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf
4fc0576445c1498b0d263f7d,104831339,5,7,30,1911,dual,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf
4fc07a3645c1498b0d309dc7,107088555,1,12,17,1922,m,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf
4fc07a3645c1498b0d309dc7,107088555,2,12,17,1922,m,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf
4fc07a3645c1498b0d309dc7,107088555,3,12,17,1922,m,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf
4fc07a3645c1498b0d309dc7,107088555,4,12,17,1922,none,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf
4fc07a3645c1498b0d309dc7,107088555,5,12,17,1922,m,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf
4fc0597545c1498b0d26cd5a,104855720,1,1,21,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/01/21/104855720.pdf
4fc053d045c1498b0d253d11,104817107,1,1,7,1911,f,https://timesmachine.nytimes.com/timesmachine/1911/01/07/104817107.pdf
4fc053d045c1498b0d253d11,104817107,2,1,7,1911,none,https://timesmachine.nytimes.com/timesmachine/1911/01/07/104817107.pdf
4fc0703b45c1498b0d2d8ac2,109799842,1,10,3,1920,f,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf
4fc0703b45c1498b0d2d8ac2,109799842,2,10,3,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf
4fc0703b45c1498b0d2d8ac2,109799842,3,10,3,1920,f,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf
4fc0703b45c1498b0d2d8ac2,109799842,4,10,3,1920,none,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf
4fc0703b45c1498b0d2d8ac2,109799842,5,10,3,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf
4fc0703b45c1498b0d2d8ac2,109799842,6,10,3,1920,f,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf
4fc07c5045c1498b0d3141af,113317636,1,10,31,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/10/31/113317636.pdf
4fc07c5045c1498b0d3141af,113317636,2,10,31,1920,f,https://timesmachine.nytimes.com/timesmachine/1920/10/31/113317636.pdf
4fc07c5045c1498b0d3141af,113317636,3,10,31,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/10/31/113317636.pdf
4fc07c5045c1498b0d3141af,113317636,4,10,31,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/10/31/113317636.pdf
4fc07c5045c1498b0d3141af,113317636,5,10,31,1920,m,https://timesmachine.nytimes.com/timesmachine/1920/10/31/113317636.pdf
4fc0585345c1498b0d26830e,104886869,1,12,17,1911,f,https://timesmachine.nytimes.com/timesmachine/1911/12/17/104886869.pdf
4fc0585345c1498b0d26830e,104886869,2,12,17,1911,m,https://timesmachine.nytimes.com/timesmachine/1911/12/17/104886869.pdf
4fc055c945c1498b0d25d239,101037327,1,8,7,1909,f,https://timesmachine.nytimes.com/timesmachine/1909/08/07/101037327.pdf
4fc06b9145c1498b0d2c0753,119030205,1,5,23,1915,m,https://timesmachine.nytimes.com/timesmachine/1915/05/23/119030205.pdf
4fc05eaa45c1498b0d283cac,106736110,1,1,12,1907,m,https://timesmachine.nytimes.com/timesmachine/1907/01/12/106736110.pdf
4fc097a345c1498b0d39224f,104029749,1,1,27,1924,f,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,2,1,27,1924,m,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,3,1,27,1924,f,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,4,1,27,1924,f,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,5,1,27,1924,f,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,6,1,27,1924,none,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,7,1,27,1924,none,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,8,1,27,1924,m,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,9,1,27,1924,m,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,10,1,27,1924,m,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,11,1,27,1924,f,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,12,1,27,1924,m,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc097a345c1498b0d39224f,104029749,13,1,27,1924,m,https://timesmachine.nytimes.com/timesmachine/1924/01/27/104029749.pdf
4fc0593945c1498b0d26bb0f,119123035,1,3,17,1906,none,https://timesmachine.nytimes.com/timesmachine/1906/03/17/119123035.pdf
4fc0593945c1498b0d26bb0f,119123035,2,3,17,1906,f,https://timesmachine.nytimes.com/timesmachine/1906/03/17/119123035.pdf
4fc06c2d45c1498b0d2c38bd,101572889,1,4,2,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/04/02/101572889.pdf
4fc06c2d45c1498b0d2c38bd,101572889,2,4,2,1916,f,https://timesmachine.nytimes.com/timesmachine/1916/04/02/101572889.pdf
4fc06c2d45c1498b0d2c38bd,101572889,3,4,2,1916,m,https://timesmachine.nytimes.com/timesmachine/1916/04/02/101572889.pdf
